SO2_count,SO2_mean,SO2_median,SO2_stdDev,month,year,zone,date,season
466,-0.9339741242847496,2.633642878754048,126.64924675434648,8.0,2023.0,High_Himal,2023-08-01,Monsoon
511,23.16996772278861,18.50378167922588,122.07154533817425,9.0,2023.0,High_Himal,2023-09-01,Monsoon
436,22.14969821909358,23.093104832662263,192.66590101887732,10.0,2023.0,High_Himal,2023-10-01,Post-monsoon
307,95.724352089026,84.96667077495832,317.3873284122189,11.0,2023.0,High_Himal,2023-11-01,Post-monsoon
88,184.92280659322122,190.84095049420787,326.8922118039327,12.0,2023.0,High_Himal,2023-12-01,Winter
98,243.4812951620183,143.48892783004928,459.7720483116048,1.0,2024.0,High_Himal,2024-01-01,Winter
25,130.429684519484,147.19591382607666,267.32098595893234,2.0,2024.0,High_Himal,2024-02-01,Winter
47,-81.56556801547967,-80.96555235758598,301.6316941510563,3.0,2024.0,High_Himal,2024-03-01,Pre-monsoon
237,6.643418884604606,-6.988425191166765,234.64777561575337,4.0,2024.0,High_Himal,2024-04-01,Pre-monsoon
472,-35.595269773146846,-33.42326724684374,137.8487129490823,5.0,2024.0,High_Himal,2024-05-01,Pre-monsoon
525,-17.107962065675622,-19.187667994840986,110.70530156851254,6.0,2024.0,High_Himal,2024-06-01,Monsoon
452,-39.49537128633896,-27.51008702107235,145.78271267117137,7.0,2024.0,High_Himal,2024-07-01,Monsoon
468,-31.0491873402919,-27.32513362584955,141.66391971832527,8.0,2024.0,High_Himal,2024-08-01,Monsoon
453,32.303373598684665,18.9964287083069,131.7878980043377,9.0,2024.0,High_Himal,2024-09-01,Monsoon
480,41.51700760379967,41.585623022101124,176.59324574896436,10.0,2024.0,High_Himal,2024-10-01,Post-monsoon
547,8.882640730124745,18.537663578226343,163.66965029418924,11.0,2024.0,High_Himal,2024-11-01,Post-monsoon
553,-10.507243910000359,-23.474666573312625,188.625649151664,12.0,2024.0,High_Himal,2024-12-01,Winter
233,-37.775699406656734,-19.57615316327497,153.06804397713876,1.0,2025.0,High_Himal,2025-01-01,Winter
328,10.024793224535527,10.352828985892673,149.9854815928988,2.0,2025.0,High_Himal,2025-02-01,Winter
143,38.162387674093196,36.44217590220091,188.81590789702693,3.0,2025.0,High_Himal,2025-03-01,Pre-monsoon
359,4.3173452221386155,4.246669749262642,92.00931411606099,4.0,2025.0,High_Himal,2025-04-01,Pre-monsoon
434,2.40754775106955,1.4583535026363932,72.96240015988153,5.0,2025.0,High_Himal,2025-05-01,Pre-monsoon
484,2.771490481922192,5.568469635867424,65.76721145032833,6.0,2025.0,High_Himal,2025-06-01,Monsoon
484,-7.882068949196496,-3.7441333054762898,79.99532270903235,7.0,2025.0,High_Himal,2025-07-01,Monsoon
406,5.93611467906323,2.161868325027156,75.4578605852484,8.0,2025.0,High_Himal,2025-08-01,Monsoon
456,-23.995835778646665,-21.063421530639754,63.555012765677304,9.0,2025.0,High_Himal,2025-09-01,Monsoon
460,8.253433380238501,3.540719976773818,94.78848468833783,10.0,2025.0,High_Himal,2025-10-01,Post-monsoon
120,56.619829890779705,-6.7589527090418535,376.9312719771056,11.0,2025.0,High_Himal,2025-11-01,Post-monsoon
196,-15.779658458280217,-26.58655282403339,219.1311035206556,12.0,2025.0,High_Himal,2025-12-01,Winter
201,-6.674368468808585,-19.618824782681735,222.11269739579046,1.0,2026.0,High_Himal,2026-01-01,Winter
47,13.515917001497634,6.633258051956637,105.94611204887465,2.0,2026.0,High_Himal,2026-02-01,Winter
225,-6.212913121198843,-10.129764776929509,93.23784707118817,3.0,2026.0,High_Himal,2026-03-01,Pre-monsoon
273,-27.87434607243229,-18.079129010825916,102.48891205248978,4.0,2026.0,High_Himal,2026-04-01,Pre-monsoon
298,-1.7537110266569285,-2.0064262400511312,81.7524671167754,5.0,2026.0,High_Himal,2026-05-01,Pre-monsoon
483,11.880065211967347,5.385147892842362,63.52582165329048,6.0,2026.0,High_Himal,2026-06-01,Monsoon
458,5.590281788590607,9.8143761794064,82.28090766060065,7.0,2026.0,High_Himal,2026-07-01,Monsoon
77,19.28347107115733,25.55487896558018,63.03965547137201,8.0,2026.0,High_Himal,2026-08-01,Monsoon
891,99.78508367168226,97.93043712358585,308.75119143357597,1.0,2019.0,High_Mountains,2019-01-01,Winter
281,59.78344656867369,5.9059855359252245,274.30488140474165,2.0,2019.0,High_Mountains,2019-02-01,Winter
349,15.294922098560152,18.29732390870592,179.47841819118918,3.0,2019.0,High_Mountains,2019-03-01,Pre-monsoon
322,-0.4474611151266331,5.468497266757973,123.84646207567825,4.0,2019.0,High_Mountains,2019-04-01,Pre-monsoon
669,7.9585956480385835,2.287225722746131,125.56115187837449,5.0,2019.0,High_Mountains,2019-05-01,Pre-monsoon
1408,-21.505317643277877,-21.193138082367287,77.1542689386024,6.0,2019.0,High_Mountains,2019-06-01,Monsoon
1449,-17.87915666645128,-17.294763533663573,45.345874229149565,7.0,2019.0,High_Mountains,2019-07-01,Monsoon
1448,-6.441168953802075,-6.531177081000533,52.279970462295914,8.0,2019.0,High_Mountains,2019-08-01,Monsoon
1400,-9.22949749474366,-5.953170307029604,77.0588549295415,9.0,2019.0,High_Mountains,2019-09-01,Monsoon
1272,30.510136075261247,34.615043222392636,137.789206641387,10.0,2019.0,High_Mountains,2019-10-01,Post-monsoon
1116,78.84636596396851,80.83091124088776,175.61380683372312,11.0,2019.0,High_Mountains,2019-11-01,Post-monsoon
899,248.4551665546213,226.76087012658388,372.2828658942532,12.0,2019.0,High_Mountains,2019-12-01,Winter
436,197.70988696747438,125.95860027495527,466.8160120820238,1.0,2020.0,High_Mountains,2020-01-01,Winter
348,167.24010096832677,84.97535910176322,417.86098485616515,2.0,2020.0,High_Mountains,2020-02-01,Winter
286,22.00906450859745,8.395980628800892,287.47161547996626,3.0,2020.0,High_Mountains,2020-03-01,Pre-monsoon
305,26.11549952133763,19.71425468351315,186.0648770491017,4.0,2020.0,High_Mountains,2020-04-01,Pre-monsoon
465,-1.5650885651309452,-4.50784021468122,123.99329417491512,5.0,2020.0,High_Mountains,2020-05-01,Pre-monsoon
1400,-10.90629665097101,-18.858390862610662,88.84659212150738,6.0,2020.0,High_Mountains,2020-06-01,Monsoon
1399,-18.409510806603528,-16.974881107529818,83.59726441400059,7.0,2020.0,High_Mountains,2020-07-01,Monsoon
1189,-6.662144608548929,-11.5189831251193,110.3612414146729,8.0,2020.0,High_Mountains,2020-08-01,Monsoon
1091,-5.884185422595307,-3.298559551464547,106.83351041146612,9.0,2020.0,High_Mountains,2020-09-01,Monsoon
1436,50.27436322729124,49.84233922951979,87.05647037722642,10.0,2020.0,High_Mountains,2020-10-01,Post-monsoon
1350,144.14151165077206,144.43175341479193,182.37618487143743,11.0,2020.0,High_Mountains,2020-11-01,Post-monsoon
1088,249.7391254328115,251.81074734360578,246.18571391008686,12.0,2020.0,High_Mountains,2020-12-01,Winter
1015,172.57447989570585,159.71063293395446,231.7931211401429,1.0,2021.0,High_Mountains,2021-01-01,Winter
901,109.43496170009576,100.97556865603386,263.3905193521077,2.0,2021.0,High_Mountains,2021-02-01,Winter
877,-86.04660370394988,-49.96712271318084,218.937394233844,3.0,2021.0,High_Mountains,2021-03-01,Pre-monsoon
847,30.343192665034024,22.507140499853303,179.32023579540873,4.0,2021.0,High_Mountains,2021-04-01,Pre-monsoon
