UVAI_count,UVAI_mean,UVAI_median,UVAI_stdDev,month,year,zone,date,season
2100,-1.214038016077319,-1.2071487782624346,0.2961943385974137,7.0,2019.0,Siwalik,2019-07-01,Monsoon
2100,-1.520892921108241,-1.5547017222173003,0.3395892547940086,8.0,2019.0,Siwalik,2019-08-01,Monsoon
2100,-1.4137656254843527,-1.4178858211850882,0.2948825491924733,9.0,2019.0,Siwalik,2019-09-01,Monsoon
2100,-1.534090070102578,-1.5735920276431985,0.2279248933942577,10.0,2019.0,Siwalik,2019-10-01,Post-monsoon
2100,-1.3796409359031048,-1.3945845781561284,0.1873433786501299,11.0,2019.0,Siwalik,2019-11-01,Post-monsoon
2100,-1.3953678363517512,-1.402725114118005,0.1583887561468155,12.0,2019.0,Siwalik,2019-12-01,Winter
2100,-1.4330274661144895,-1.4568328160024442,0.1745523716424515,1.0,2020.0,Siwalik,2020-01-01,Winter
2100,-1.444354117937917,-1.472610019144639,0.2048840845523202,2.0,2020.0,Siwalik,2020-02-01,Winter
2100,-1.5464408101998923,-1.5586399559314303,0.2121689921399784,3.0,2020.0,Siwalik,2020-03-01,Pre-monsoon
2100,-1.279388358853828,-1.300825657418189,0.206540840342578,4.0,2020.0,Siwalik,2020-04-01,Pre-monsoon
2100,-1.4982004052910525,-1.4804345388290416,0.2312747807486833,5.0,2020.0,Siwalik,2020-05-01,Pre-monsoon
2100,-1.5521194432770975,-1.5663580325543356,0.2775331793525317,6.0,2020.0,Siwalik,2020-06-01,Monsoon
2100,-1.414339782153532,-1.4013799247814505,0.2649430557924984,7.0,2020.0,Siwalik,2020-07-01,Monsoon
2100,-1.6101810347550165,-1.602710620695173,0.3997534582664093,8.0,2020.0,Siwalik,2020-08-01,Monsoon
2100,-1.6368279312485952,-1.645178185376667,0.347125878202877,9.0,2020.0,Siwalik,2020-09-01,Monsoon
2100,-1.7298438564262382,-1.7456864208313898,0.1872364190435307,10.0,2020.0,Siwalik,2020-10-01,Post-monsoon
2100,-1.587822798940919,-1.5880752542532033,0.1371622813063826,11.0,2020.0,Siwalik,2020-11-01,Post-monsoon
2100,-1.5231333488710592,-1.535258420221964,0.1873882844224682,12.0,2020.0,Siwalik,2020-12-01,Winter
2100,-1.5565236575137913,-1.5661981807890493,0.2114709018944296,1.0,2021.0,Siwalik,2021-01-01,Winter
2100,-1.4863786911360066,-1.496492586986883,0.1425411020816452,2.0,2021.0,Siwalik,2021-02-01,Winter
2100,-0.9322296172110978,-0.9417634845202686,0.2360415826705182,3.0,2021.0,Siwalik,2021-03-01,Pre-monsoon
2100,-0.7117019663960571,-0.7275292679072158,0.2550130253600149,4.0,2021.0,Siwalik,2021-04-01,Pre-monsoon
2100,-1.5953621412089771,-1.5976856166608042,0.2138809971350601,5.0,2021.0,Siwalik,2021-05-01,Pre-monsoon
2100,-1.6064412544100424,-1.5900345937149705,0.2926464715056239,6.0,2021.0,Siwalik,2021-06-01,Monsoon
2100,-1.0644298506921124,-1.0582127691765022,0.2341838616700632,7.0,2021.0,Siwalik,2021-07-01,Monsoon
2100,-1.1389731323951404,-1.1364107675582311,0.2088716958098166,8.0,2021.0,Siwalik,2021-08-01,Monsoon
2100,-1.0926445204348356,-1.0827553222206063,0.2326632602316816,9.0,2021.0,Siwalik,2021-09-01,Monsoon
2100,-0.6239056746214844,-0.6130973170856066,0.2003168265393763,10.0,2021.0,Siwalik,2021-10-01,Post-monsoon
2100,-0.2510438098353573,-0.2613855201052283,0.1986037097439388,11.0,2021.0,Siwalik,2021-11-01,Post-monsoon
2100,-0.1692691514879326,-0.1736283678156177,0.1277319779171045,12.0,2021.0,Siwalik,2021-12-01,Winter
2100,-0.5160889805120211,-0.5196543730171519,0.1719173751454563,1.0,2022.0,Siwalik,2022-01-01,Winter
2100,-0.4545261489937728,-0.4411522243649519,0.1922957984753728,2.0,2022.0,Siwalik,2022-02-01,Winter
2100,0.0394813172035669,0.0505267224498357,0.1782559536191935,3.0,2022.0,Siwalik,2022-03-01,Pre-monsoon
2100,0.3836990514766553,0.4291877961274103,0.388027899667128,4.0,2022.0,Siwalik,2022-04-01,Pre-monsoon
2100,-0.5531532922941637,-0.5857413624963321,0.4015717187852814,5.0,2022.0,Siwalik,2022-05-01,Pre-monsoon
2100,-0.5164619790007708,-0.4565657035558787,0.3902074899246905,6.0,2022.0,Siwalik,2022-06-01,Monsoon
2100,-0.8311927710617856,-0.8159224919318675,0.273141468950021,7.0,2022.0,Siwalik,2022-07-01,Monsoon
2100,-0.9266406217541164,-0.9339355847927264,0.2755423661208966,8.0,2022.0,Siwalik,2022-08-01,Monsoon
2100,-1.037436266695184,-1.042603409462108,0.2163787571751445,9.0,2022.0,Siwalik,2022-09-01,Monsoon
2100,-0.5382149318655817,-0.529300184138858,0.1287663473569604,10.0,2022.0,Siwalik,2022-10-01,Post-monsoon
